,Unnamed: 0,Rank,Data ID,DOI,Title,Description,Repository,Publication date,Publication year,Dataset author,Associated publication,Dimensions URL,Source linkout,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,Cancer Types,CSO Categories,Sustainable Development Goals
3773,3773,100,dataset.10574310,10.17182/hepdata.90833.v1/t2,"""Sig yield (x=0.25)"" of ""Search for top squark pair production in a final state with two tau leptons in proton-proton collisions at $ \sqrt{s} =$ 13 TeV""",Values of the predicted signal yields in each of the 15 signal regions (for $ x=0.25 $).,HEPData,1/1/2020,2020,,pub.1124862809,https://app.dimensions.ai/details/data_set/dataset.10574310,https://www.hepdata.net/record/96271,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
12451,12451,100,dataset.9021232,10.1371/journal.pone.0004429,Microarray Analyses of Gene Expression during the <em>Tetrahymena thermophila</em> Life Cycle,"BackgroundThe model eukaryote, Tetrahymena thermophila, is the first ciliated protozoan whose genome has been sequenced, enabling genome-wide analysis of gene expression.Methodology/Principal FindingsA genome-wide microarray platform containing the predicted coding sequences (putative genes) for T. thermophila is described, validated and used to study gene expression during the three major stages of the organism's life cycle: growth, starvation and conjugation.Conclusions/SignificanceOf the ∼27,000 predicted open reading frames, transcripts homologous to only ∼5900 are not detectable in any of these life cycle stages, indicating that this single-celled organism does indeed contain a large number of functional genes. Transcripts from over 5000 predicted genes are expressed at levels >5× corrected background and 95 genes are expressed at >250× corrected background in all stages. Transcripts homologous to 91 predicted genes are specifically expressed and 155 more are highly up-regulated in growing cells, while 90 are specifically expressed and 616 are up-regulated during starvation. Strikingly, transcripts homologous to 1068 predicted genes are specifically expressed and 1753 are significantly up-regulated during conjugation. The patterns of gene expression during conjugation correlate well with the developmental stages of meiosis, nuclear differentiation and DNA elimination. The relationship between gene expression and chromosome fragmentation is analyzed. Genes encoding proteins known to interact or to function in complexes show similar expression patterns, indicating that co-ordinate expression with putative genes of known function can identify genes with related functions. New candidate genes associated with the RNAi-like process of DNA elimination and with meiosis are identified and the late stages of conjugation are shown to be characterized by specific expression of an unexpectedly large and diverse number of genes not involved in nuclear functions.",Public Library of Science,2/10/2009,2009,Wei Miao; Jie Xiong; Josephine Bowen; Wei Wang; Yifan Liu; Olga Braguinets; Jorg Grigull; Ronald E. Pearlman; Eduardo Orias; Martin A. Gorovsky,pub.1032476593,https://app.dimensions.ai/details/data_set/dataset.9021232,https://plos.figshare.com/articles/dataset/Microarray_Analyses_of_Gene_Expression_during_the_Tetrahymena_thermophila_Life_Cycle/148593,31 Biological Sciences; 31 Biological Sciences; 3102 Bioinformatics and Computational Biology; 3105 Genetics,Biotechnology; Genetics; Human Genome,,1.1 Normal biological development and functioning,Biomedical,Basic Science,,,
12055,12055,100,dataset.433907,10.5517/ccp5926,CCDC 630697: Experimental Crystal Structure Determination,"An entry from the Cambridge Structural Database, the world’s repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.",The Cambridge Structural Database,1/1/2011,2011,"Crisp, J.A.; Meier, R.M.; Overby, J.S.; Hanusa, T.P.; Rheingold, A.L.; Brennessel, W.W.",pub.1056275782,https://app.dimensions.ai/details/data_set/dataset.433907,http://www.ccdc.cam.ac.uk/services/structure_request?id=doi:10.5517/ccp5926&sid=DataCite,,,,,,,,,
7366,7366,100,dataset.10551075,10.17182/hepdata.83912.v1/t24,"""Table 24"" of ""Measurements of the differential jet cross section as a function of the jet mass in dijet events from proton-proton collisions at $\sqrt{s} =$ 13 TeV""",Absolute cross section for groomed jets for pt = 1300-\infty,HEPData,1/1/2018,2018,,pub.1110123982,https://app.dimensions.ai/details/data_set/dataset.10551075,https://www.hepdata.net/record/84002,49 Mathematical Sciences; 51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
12698,12698,100,dataset.316152,10.5517/cc9zwlq,CCDC 297804: Experimental Crystal Structure Determination,"An entry from the Cambridge Structural Database, the world’s repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.",The Cambridge Structural Database,1/1/2006,2006,"Smith, J.M.; Sadique, A.R.; Cundari, T.R.; Rodgers, K.R.; Lukat-Rodgers, G.; Lachicotte, R.J.; Flaschenriem, C.J.; Vela, J.; Holland, P.L.",pub.1055839172,https://app.dimensions.ai/details/data_set/dataset.316152,http://www.ccdc.cam.ac.uk/services/structure_request?id=doi:10.5517/cc9zwlq&sid=DataCite,,,,,,,,,
13313,13313,100,dataset.315801,10.5517/cc9zwjn,CCDC 297802: Experimental Crystal Structure Determination,"An entry from the Cambridge Structural Database, the world’s repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.",The Cambridge Structural Database,1/1/2006,2006,"Smith, J.M.; Sadique, A.R.; Cundari, T.R.; Rodgers, K.R.; Lukat-Rodgers, G.; Lachicotte, R.J.; Flaschenriem, C.J.; Vela, J.; Holland, P.L.",pub.1055839172,https://app.dimensions.ai/details/data_set/dataset.315801,http://www.ccdc.cam.ac.uk/services/structure_request?id=doi:10.5517/cc9zwjn&sid=DataCite,,,,,,,,,
8528,8528,100,dataset.10538319,10.17182/hepdata.77013.v1/t7,"""Table 7"" of ""Observation of charge-dependent azimuthal correlations in pPb collisions and its implication for the search for the chiral magnetic effect""","Three-particle correlation with respect to the 2nd order event plane from Pb-going side, p-going side in pPb collisions as a function of multiplicity with individual track pT between 0.3 to 3.0 GeV/c.",HEPData,1/1/2017,2017,,pub.1084199217,https://app.dimensions.ai/details/data_set/dataset.10538319,https://www.hepdata.net/record/79864,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
9560,9560,100,dataset.8587490,10.1371/journal.pone.0143066,miRge - A Multiplexed Method of Processing Small RNA-Seq Data to Determine MicroRNA Entropy,"Small RNA RNA-seq for microRNAs (miRNAs) is a rapidly developing field where opportunities still exist to create better bioinformatics tools to process these large datasets and generate new, useful analyses. We built miRge to be a fast, smart small RNA-seq solution to process samples in a highly multiplexed fashion. miRge employs a Bayesian alignment approach, whereby reads are sequentially aligned against customized mature miRNA, hairpin miRNA, noncoding RNA and mRNA sequence libraries. miRNAs are summarized at the level of raw reads in addition to reads per million (RPM). Reads for all other RNA species (tRNA, rRNA, snoRNA, mRNA) are provided, which is useful for identifying potential contaminants and optimizing small RNA purification strategies. miRge was designed to optimally identify miRNA isomiRs and employs an entropy based statistical measurement to identify differential production of isomiRs. This allowed us to identify decreasing entropy in isomiRs as stem cells mature into retinal pigment epithelial cells. Conversely, we show that pancreatic tumor miRNAs have similar entropy to matched normal pancreatic tissues. In a head-to-head comparison with other miRNA analysis tools (miRExpress 2.0, sRNAbench, omiRAs, miRDeep2, Chimira, UEA small RNA Workbench), miRge was faster (4 to 32-fold) and was among the top-two methods in maximally aligning miRNAs reads per sample. Moreover, miRge has no inherent limits to its multiplexing. miRge was capable of simultaneously analyzing 100 small RNA-Seq samples in 52 minutes, providing an integrated analysis of miRNA expression across all samples. As miRge was designed for analysis of single as well as multiple samples, miRge is an ideal tool for high and low-throughput users. miRge is freely available at http://atlas.pathology.jhu.edu/baras/miRge.html.",Public Library of Science,11/16/2015,2015,Alexander S. Baras; Christopher J. Mitchell; Jason R. Myers; Simone Gupta; Lien-Chun Weng; John M. Ashton; Toby C. Cornish; Akhilesh Pandey; Marc K. Halushka,pub.1014031156,https://app.dimensions.ai/details/data_set/dataset.8587490,https://plos.figshare.com/articles/dataset/_miRge_A_Multiplexed_Method_of_Processing_Small_RNA_Seq_Data_to_Determine_MicroRNA_Entropy_/1604082,31 Biological Sciences; 31 Biological Sciences; 3102 Bioinformatics and Computational Biology,Bioengineering; Biotechnology; Genetics,,,,,Pancreatic Cancer,4.1 Technology Development and/or Marker Discovery,
4204,4204,100,dataset.10561224,10.17182/hepdata.90835.v1/t57,"""T2bb expected mass limit curve"" of ""Search for supersymmetry in proton-proton collisions at 13 TeV in final states with jets and missing transverse momentum""",Exclusion limits assuming the approximate-NNLO+NNLL cross sections,HEPData,1/1/2020,2020,,pub.1122384945,https://app.dimensions.ai/details/data_set/dataset.10561224,https://www.hepdata.net/record/93611,49 Mathematical Sciences; 4902 Mathematical Physics; 51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
5411,5411,100,dataset.10560313,10.17182/hepdata.85696.v2/t86,"""Table 86"" of ""Measurement of differential cross sections for the production of top quark pairs and of additional jets in lepton+jets events from pp collisions at $\sqrt{s} =$ 13 TeV""",Covariance matrix of normalized cross section at particle level as a function of $|y(\text{t}_\text{h})|$.,HEPData,1/1/2019,2019,,pub.1104689093,https://app.dimensions.ai/details/data_set/dataset.10560313,https://www.hepdata.net/record/86039,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
3828,3828,100,dataset.10572041,10.17182/hepdata.85744.v1/t1,"""Table 1"" of ""Measurement of quarkonium production cross sections in pp collisions at $\sqrt{s}=$ 13 TeV""","Double-differential cross section times the dimuon branching fraction of the J/psi meson for different ranges of pT in bins of |y| and for the full |y| < 1.2 range, for the unpolarized decay hypothesis. The global uncertainty in the integrated luminosity of 2.3% is not included in the systematic uncertainties.",HEPData,1/1/2020,2020,,pub.1101298472,https://app.dimensions.ai/details/data_set/dataset.10572041,https://www.hepdata.net/record/93909,49 Mathematical Sciences; 49 Mathematical Sciences; 4902 Mathematical Physics; 51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
10292,10292,100,dataset.10531096,10.17182/hepdata.64486.v1/t3,"""Table 3"" of ""Measurements of the $\Upsilon$(1S), $\Upsilon$(2S), and $\Upsilon$(3S) differential cross sections in pp collisions at $\sqrt{s} =$ 7 TeV""","The $p_{\rm T}$ bin width, the weighted mean $p_{\rm T}$ within a bin, and the differential cross section times the dimuon branching fraction for the $\Upsilon$(1S), $\Upsilon$(2S), and $\Upsilon$(3S) with $|y| < 1.2$. The statistical and systematic uncertainties in the differential cross section are given as the percentage of the cross section.",HEPData,1/1/2015,2015,,pub.1006336079,https://app.dimensions.ai/details/data_set/dataset.10531096,https://www.hepdata.net/record/64491,49 Mathematical Sciences; 51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics,,,,,,,,
12563,12563,100,dataset.8498904,10.1021/ja0761986.s001,Total Synthesis of (±)-Merrilactone A,"The total synthesis of racemic merrilactone A (a neurotrophic agent) is described, featuring
simultaneous and stereospecific creation of the C4 and C5 stereocenters via a notable silyloxyfuran Nazarov
cyclization. Full details of the successful synthetic strategy are given, as well as several examples of the
interesting reactivity of intermediates that were prepared and studied during the execution of the total
synthesis. A detailed investigation of the Lewis acid-catalyzed Nazarov cyclization of silyloxyfurans was
conducted, including a systematic study of substrate scope and limitations. In addition, experiments were
conducted that suggest the participation of Lewis acidic silicon species in the Nazarov cyclization.",American Chemical Society,1/9/2008,2008,Wei He; Jie Huang; Xiufeng Sun; Alison J. Frontier,pub.1055846047,https://app.dimensions.ai/details/data_set/dataset.8498904,https://acs.figshare.com/articles/dataset/Total_Synthesis_of_Merrilactone_A/2963866,34 Chemical Sciences; 34 Chemical Sciences; 3405 Organic Chemistry,,,,,,Not Site-Specific Cancer,5.3 Systemic Therapies - Discovery and Development,
4166,4166,100,dataset.10561749,10.17182/hepdata.90835.v1/t78,"""T2bb significance"" of ""Search for supersymmetry in proton-proton collisions at 13 TeV in final states with jets and missing transverse momentum""",The observed significance of the SMS models for T2bb as function of the bottom squark and LSP masses.,HEPData,1/1/2020,2020,,pub.1122384945,https://app.dimensions.ai/details/data_set/dataset.10561749,https://www.hepdata.net/record/93570,49 Mathematical Sciences; 4902 Mathematical Physics; 51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
12658,12658,100,dataset.1212159,10.5517/ccq4jw7,CCDC 659769: Experimental Crystal Structure Determination,"An entry from the Cambridge Structural Database, the world’s repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.",The Cambridge Structural Database,1/1/2007,2007,"Gunay, A.; Jones, W.D.",pub.1055844827,https://app.dimensions.ai/details/data_set/dataset.1212159,http://www.ccdc.cam.ac.uk/services/structure_request?id=doi:10.5517/ccq4jw7&sid=DataCite,,,,,,,,,
