,publisher,publisher_categories,keywords,title,publicationYear,author(s),researcher,tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
4739,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,mapping of craniofacial traits in outbred mice identifies major developmental genes involved in shape determination,2015,s gopalakrishnan, shyam gopalakrishnan,1,1,1,1
4740,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,mapping of craniofacial traits in outbred mice identifies major developmental genes involved in shape determination,2015,c parker, clarissa c. parker,1,1,1,1
4741,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,mapping of craniofacial traits in outbred mice identifies major developmental genes involved in shape determination,2015,c ackert-bicknell, cheryl l. ackert-bicknell,3,3,3,1
4742,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,mapping of craniofacial traits in outbred mice identifies major developmental genes involved in shape determination,2015,a palmer, abraham a. palmer,1,1,1,1
4743,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,mapping of craniofacial traits in outbred mice identifies major developmental genes involved in shape determination,2015,d tautz, diethard tautz,1,1,1,1
4744,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis and reactivity of manganese(ii) complexes
containing n‑heterocyclic carbene ligands",2015,m al-afyouni,"malik
h. al-afyouni",11,5,2,2
4745,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis and reactivity of manganese(ii) complexes
containing n‑heterocyclic carbene ligands",2015,v krishnan, v. mahesh krishnan,3,2,2,2
4746,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis and reactivity of manganese(ii) complexes
containing n‑heterocyclic carbene ligands",2015,h arman, hadi d. arman,5,2,2,2
4747,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis and reactivity of manganese(ii) complexes
containing n‑heterocyclic carbene ligands",2015,z tonzetich, zachary j. tonzetich,6,3,2,2
4748,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis,
characterization, and nitrogenase-relevant
reactions of an iron sulfide complex with a bridging hydride",2015,n arnet,"nicholas
a. arnet",4,2,2,2
4749,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis,
characterization, and nitrogenase-relevant
reactions of an iron sulfide complex with a bridging hydride",2015,t dugan, thomas r. dugan,18,7,4,2
4750,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis,
characterization, and nitrogenase-relevant
reactions of an iron sulfide complex with a bridging hydride",2015,f menges, fabian s. menges,2,1,2,2
4751,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis,
characterization, and nitrogenase-relevant
reactions of an iron sulfide complex with a bridging hydride",2015,b mercado, brandon q. mercado,11,3,3,2
4752,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis,
characterization, and nitrogenase-relevant
reactions of an iron sulfide complex with a bridging hydride",2015,w brennessel," brennessel, william w.",327,18,10,2
4753,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis,
characterization, and nitrogenase-relevant
reactions of an iron sulfide complex with a bridging hydride",2015,e bill, eckhard bill,27,10,2,2
4754,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis,
characterization, and nitrogenase-relevant
reactions of an iron sulfide complex with a bridging hydride",2015,m johnson, mark a. johnson,3,2,3,3
4755,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis,
characterization, and nitrogenase-relevant
reactions of an iron sulfide complex with a bridging hydride",2015,p holland, patrick l. holland,111,17,6,2
4756,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"rapid,
regioconvergent, solvent-free alkene hydrosilylation
with a cobalt catalyst",2015,c chen,chi chen,10,7,5,5
4757,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"rapid,
regioconvergent, solvent-free alkene hydrosilylation
with a cobalt catalyst",2015,m hecht," maxwell
b. hecht",2,1,2,2
4758,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"rapid,
regioconvergent, solvent-free alkene hydrosilylation
with a cobalt catalyst",2015,a kavara, aydin kavara,2,1,2,2
4759,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"rapid,
regioconvergent, solvent-free alkene hydrosilylation
with a cobalt catalyst",2015,w brennessel," brennessel, william w.",327,18,10,2
4760,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"rapid,
regioconvergent, solvent-free alkene hydrosilylation
with a cobalt catalyst",2015,b mercado, brandon q. mercado,11,3,3,2
4761,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"rapid,
regioconvergent, solvent-free alkene hydrosilylation
with a cobalt catalyst",2015,d weix, daniel j. weix,13,6,3,2
4762,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"rapid,
regioconvergent, solvent-free alkene hydrosilylation
with a cobalt catalyst",2015,p holland, patrick l. holland,111,17,6,2
4763,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"homoleptic transition metal complexes of the 7‑azaindolide
ligand featuring κ<sup>1</sup>‑n1 coordination",2015,j przyojski,jacob a. przyojski,3,2,2,2
4764,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"homoleptic transition metal complexes of the 7‑azaindolide
ligand featuring κ<sup>1</sup>‑n1 coordination",2015,m kiewit, monica l. kiewit,2,1,2,2
4765,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"homoleptic transition metal complexes of the 7‑azaindolide
ligand featuring κ<sup>1</sup>‑n1 coordination",2015,k fillman, kathlyn l. fillman,12,3,2,2
4766,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"homoleptic transition metal complexes of the 7‑azaindolide
ligand featuring κ<sup>1</sup>‑n1 coordination",2015,h arman, hadi d. arman,5,2,2,2
4767,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"homoleptic transition metal complexes of the 7‑azaindolide
ligand featuring κ<sup>1</sup>‑n1 coordination",2015,z tonzetich, zachary j. tonzetich,6,3,2,2
4768,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,x qiu,xing qiu,9,6,9,5
4769,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,s wu, shuang wu,5,4,5,1
4770,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,s hilchey, shannon p. hilchey,4,4,4,3
4771,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,j thakar, juilee thakar,7,6,5,4
4772,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,z liu, zhi-ping liu,5,5,4,2
4773,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,s welle, stephen l. welle,2,2,2,1
4774,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,a henn, alicia d. henn,1,1,1,1
4775,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,h wu, hulin wu,9,7,8,5
4776,public library of science,scientific,31 biological sciences; 32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 3207 medical microbiology,diversity in compartmental dynamics of gene regulatory networks: the immune response in primary influenza a infection in mice,2015,m zand, martin s. zand,8,7,8,4
4777,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"mechanistic insights in the exchange of arylthiolate
groups in aryl(arylthiolato)palladium complexes supported by a dippe
ligand",2015,l munjanja,lloyd munjanja,7,3,2,2
4778,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"mechanistic insights in the exchange of arylthiolate
groups in aryl(arylthiolato)palladium complexes supported by a dippe
ligand",2015,w brennessel," brennessel, william w.",327,18,10,2
4779,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"mechanistic insights in the exchange of arylthiolate
groups in aryl(arylthiolato)palladium complexes supported by a dippe
ligand",2015,w jones, william d. jones,156,27,10,2
