,publisher,publisher_categories,author(s),title,publicationYear,keywords,tot_appearances,tot_pubYrs,tot_authors,tot_publishers
1669,springer nature,geology/environment,duane mckenna; erin scully; yannick pauchet; kelli hoover; roy kirsch; scott geib; robert mitchell; robert waterhouse; seung-joon ahn; deanna arsala; joshua benoit; heath blackmon; tiffany bledsoe; julia bowsher; andrăš busch; bernarda calla; hsu chao; anna childers; christopher childers; dave clarke; lorna cohen; jeffery demuth; huyen dinh; harshavardhan doddapaneni; amanda dolan; jian duan; shannon dugan; markus friedrich; karl glastad; michael goodisman; stephanie haddad; yi han; daniel hughes; panagiotis ioannidis; j. johnston; jeffery jones; leslie kuhn; david lance; chien-yueh lee; sandra lee; han lin; jeremy lynch; armin moczek; shwetha murali; donna muzny; david nelson; subba palli; kristen panfilio; dan pers; monica poelchau; honghu quan; jiaxin qu; ann ray; joseph rinehart; hugh robertson; richard roehrdanz; andrew rosendale; seunggwan shin; christian silva; alex torson; iris jentzsch; john werren; kim worley; george yocum; evgeny zdobnov; richard gibbs; stephen richards,"additional file 2: of genome of the asian longhorned beetle (anoplophora glabripennis), a globally significant invasive species, reveals key functional and evolutionary innovations at the beetleâplant interface",2016,31 biological sciences,148,18,148,9
1670,springer nature,geology/environment,duane mckenna; erin scully; yannick pauchet; kelli hoover; roy kirsch; scott geib; robert mitchell; robert waterhouse; seung-joon ahn; deanna arsala; joshua benoit; heath blackmon; tiffany bledsoe; julia bowsher; andrăš busch; bernarda calla; hsu chao; anna childers; christopher childers; dave clarke; lorna cohen; jeffery demuth; huyen dinh; harshavardhan doddapaneni; amanda dolan; jian duan; shannon dugan; markus friedrich; karl glastad; michael goodisman; stephanie haddad; yi han; daniel hughes; panagiotis ioannidis; j. johnston; jeffery jones; leslie kuhn; david lance; chien-yueh lee; sandra lee; han lin; jeremy lynch; armin moczek; shwetha murali; donna muzny; david nelson; subba palli; kristen panfilio; dan pers; monica poelchau; honghu quan; jiaxin qu; ann ray; joseph rinehart; hugh robertson; richard roehrdanz; andrew rosendale; seunggwan shin; christian silva; alex torson; iris jentzsch; john werren; kim worley; george yocum; evgeny zdobnov; richard gibbs; stephen richards,"additional file 2: of genome of the asian longhorned beetle (anoplophora glabripennis), a globally significant invasive species, reveals key functional and evolutionary innovations at the beetleâplant interface",2016, 31 biological sciences,123,17,123,10
1672,american chemical society,scientific,"tessa
m. baker; teresa l. mako; aristidis vasilopoulos; bo li; jeffery a. byers; michael l. neidig","magnetic circular dichroism and density functional
theory studies of iron(ii)-pincer complexes: insight into electronic
structure and bonding effects of pincer n‑heterocyclic carbene
moieties",2016,34 chemical sciences,244,28,244,4
1673,american chemical society,scientific,"tessa
m. baker; teresa l. mako; aristidis vasilopoulos; bo li; jeffery a. byers; michael l. neidig","magnetic circular dichroism and density functional
theory studies of iron(ii)-pincer complexes: insight into electronic
structure and bonding effects of pincer n‑heterocyclic carbene
moieties",2016, 34 chemical sciences,249,28,249,4
1675,public library of science,scientific,david weber; jin long; mary b. leonard; babette zemel; joshua f. baker,"regressions of fmi on almi z-score within age, sex, and race categories.",2016,44 human society,7,7,7,4
1676,public library of science,scientific,david weber; jin long; mary b. leonard; babette zemel; joshua f. baker,"regressions of fmi on almi z-score within age, sex, and race categories.",2016, 52 psychology,33,13,33,5
1678,springer nature,geology/environment,alexie papanicolaou; marc schetelig; peter arensburger; peter atkinson; joshua benoit; kostas bourtzis; pedro castañera; john cavanaugh; hsu chao; christopher childers; ingrid curril; huyen dinh; harshavardhan doddapaneni; amanda dolan; shannon dugan; markus friedrich; giuliano gasperi; scott geib; georgios georgakilas; richard gibbs; sarah giers; ludvik gomulski; miguel gonzález-guzmán; ana guillem-amat; yi han; artemis hatzigeorgiou; pedro hernández-crespo; daniel hughes; jeffery jones; dimitra karagkouni; panagiota koskinioti; sandra lee; anna malacrida; mosè manni; kostas mathiopoulos; angela meccariello; shwetha murali; terence murphy; donna muzny; georg oberhofer; félix ortego; maria paraskevopoulou; monica poelchau; jiaxin qu; martin reczko; hugh robertson; andrew rosendale; andrew rosselot; giuseppe saccone; marco salvemini; grazia savini; patrick schreiner; francesca scolari; paolo siciliano; sheina sim; george tsiamis; enric ureña; ioannis vlachos; john werren; ernst wimmer; kim worley; antigone zacharopoulou; stephen richards; alfred handler,"additional file 2: of the whole genome sequence of the mediterranean fruit fly, ceratitis capitata (wiedemann), reveals insights into the biology and adaptive evolution of a highly invasive pest species",2016,31 biological sciences,148,18,148,9
1679,springer nature,geology/environment,alexie papanicolaou; marc schetelig; peter arensburger; peter atkinson; joshua benoit; kostas bourtzis; pedro castañera; john cavanaugh; hsu chao; christopher childers; ingrid curril; huyen dinh; harshavardhan doddapaneni; amanda dolan; shannon dugan; markus friedrich; giuliano gasperi; scott geib; georgios georgakilas; richard gibbs; sarah giers; ludvik gomulski; miguel gonzález-guzmán; ana guillem-amat; yi han; artemis hatzigeorgiou; pedro hernández-crespo; daniel hughes; jeffery jones; dimitra karagkouni; panagiota koskinioti; sandra lee; anna malacrida; mosè manni; kostas mathiopoulos; angela meccariello; shwetha murali; terence murphy; donna muzny; georg oberhofer; félix ortego; maria paraskevopoulou; monica poelchau; jiaxin qu; martin reczko; hugh robertson; andrew rosendale; andrew rosselot; giuseppe saccone; marco salvemini; grazia savini; patrick schreiner; francesca scolari; paolo siciliano; sheina sim; george tsiamis; enric ureña; ioannis vlachos; john werren; ernst wimmer; kim worley; antigone zacharopoulou; stephen richards; alfred handler,"additional file 2: of the whole genome sequence of the mediterranean fruit fly, ceratitis capitata (wiedemann), reveals insights into the biology and adaptive evolution of a highly invasive pest species",2016, 31 biological sciences,123,17,123,10
1682,american chemical society,scientific,yu-wen huang; alison j. frontier,"nazarov cyclization/internal redox cyclization sequence
for the synthesis of n‑heterocyclic bridged ring systems",2016,34 chemical sciences,244,28,244,4
1683,american chemical society,scientific,yu-wen huang; alison j. frontier,"nazarov cyclization/internal redox cyclization sequence
for the synthesis of n‑heterocyclic bridged ring systems",2016, 34 chemical sciences,249,28,249,4
1686,public library of science,scientific,peter v. distefano; alan v. smrcka; angela j. glading,phospholipase cε modulates rap1 activity and the endothelial barrier,2016,31 biological sciences,148,18,148,9
1687,public library of science,scientific,peter v. distefano; alan v. smrcka; angela j. glading,phospholipase cε modulates rap1 activity and the endothelial barrier,2016, 31 biological sciences,123,17,123,10
1689,public library of science,scientific,peter v. distefano; alan v. smrcka; angela j. glading,phospholipase cε modulates rap1 activity and the endothelial barrier,2016, 32 biomedical and clinical sciences,136,16,136,12
1692,american chemical society,scientific,jing yuwen; yunzhe jiao; william w. brennessel; william d. jones,"determination of rhodium–alkoxide bond strengths
in tp′rh(pme<sub>3</sub>)­(or)h",2016,34 chemical sciences,244,28,244,4
1693,american chemical society,scientific,jing yuwen; yunzhe jiao; william w. brennessel; william d. jones,"determination of rhodium–alkoxide bond strengths
in tp′rh(pme<sub>3</sub>)­(or)h",2016, 34 chemical sciences,249,28,249,4
1696,american chemical society,scientific,"sarina
m. bellows; nicholas a. arnet; prabhuodeyara m. gurubasavaraj; william
w. brennessel; eckhard bill; thomas r. cundari; patrick l. holland","the
mechanism of n–n double bond cleavage by
an iron(ii) hydride complex",2016,34 chemical sciences,244,28,244,4
1697,american chemical society,scientific,"sarina
m. bellows; nicholas a. arnet; prabhuodeyara m. gurubasavaraj; william
w. brennessel; eckhard bill; thomas r. cundari; patrick l. holland","the
mechanism of n–n double bond cleavage by
an iron(ii) hydride complex",2016, 34 chemical sciences,249,28,249,4
1699,american chemical society,scientific,"hongjin lv; t. purnima a. ruberu; valerie e. fleischauer; william
w. brennessel; michael l. neidig; richard eisenberg","catalytic
light-driven generation of hydrogen from
water by iron dithiolene complexes",2016,34 chemical sciences,244,28,244,4
1700,american chemical society,scientific,"hongjin lv; t. purnima a. ruberu; valerie e. fleischauer; william
w. brennessel; michael l. neidig; richard eisenberg","catalytic
light-driven generation of hydrogen from
water by iron dithiolene complexes",2016, 34 chemical sciences,249,28,249,4
1703,american chemical society,scientific,ruth castro-rodrigo; sumit chakraborty; lloyd munjanja; william w. brennessel; william d. jones,"synthesis, characterization, and reactivities of molybdenum
and tungsten ponop pincer complexes",2016,34 chemical sciences,244,28,244,4
1704,american chemical society,scientific,ruth castro-rodrigo; sumit chakraborty; lloyd munjanja; william w. brennessel; william d. jones,"synthesis, characterization, and reactivities of molybdenum
and tungsten ponop pincer complexes",2016, 34 chemical sciences,249,28,249,4
1706,springer nature,geology/environment,alfredo rago; donald gilbert; jeong-hyeon choi; timothy sackton; xu wang; yogeshwar kelkar; john werren; john colbourne,additional file 8: of ogs2: genome re-annotation of the jewel wasp nasonia vitripennis,2016,31 biological sciences,148,18,148,9
1707,springer nature,geology/environment,alfredo rago; donald gilbert; jeong-hyeon choi; timothy sackton; xu wang; yogeshwar kelkar; john werren; john colbourne,additional file 8: of ogs2: genome re-annotation of the jewel wasp nasonia vitripennis,2016, 31 biological sciences,123,17,123,10
1709,wiley,scientific,james h. cane; robert l. minckley; linda j. kervin; tai h. roulston; neal m. williams,appendix a. location of all habitat fragments and six of the 12 continuous desert sites sampled in the study.,2016,31 biological sciences,148,18,148,9
1710,wiley,scientific,james h. cane; robert l. minckley; linda j. kervin; tai h. roulston; neal m. williams,appendix a. location of all habitat fragments and six of the 12 continuous desert sites sampled in the study.,2016, 31 biological sciences,123,17,123,10
1712,american chemical society,scientific,feng li; lauren e. vangelder; william w. brennessel; ellen m. matson,"self-assembled, iron-functionalized
polyoxovanadate alkoxide clusters",2016,34 chemical sciences,244,28,244,4
1713,american chemical society,scientific,feng li; lauren e. vangelder; william w. brennessel; ellen m. matson,"self-assembled, iron-functionalized
polyoxovanadate alkoxide clusters",2016, 34 chemical sciences,249,28,249,4
1716,public library of science,scientific,emily l. landeen; christina a. muirhead; lori wright; colin d. meiklejohn; daven c. presgraves,sex chromosome-wide transcriptional suppression and compensatory <i>cis-</i>regulatory evolution mediate gene expression in the <i>drosophila</i> male germline,2016,31 biological sciences,148,18,148,9
1717,public library of science,scientific,emily l. landeen; christina a. muirhead; lori wright; colin d. meiklejohn; daven c. presgraves,sex chromosome-wide transcriptional suppression and compensatory <i>cis-</i>regulatory evolution mediate gene expression in the <i>drosophila</i> male germline,2016, 31 biological sciences,123,17,123,10
1720,public library of science,scientific,emily l. landeen; christina a. muirhead; lori wright; colin d. meiklejohn; daven c. presgraves,sex chromosome-wide transcriptional suppression and compensatory <i>cis-</i>regulatory evolution mediate gene expression in the <i>drosophila</i> male germline,2016, 32 biomedical and clinical sciences,136,16,136,12
1721,taylor & francis group,Math/physics/computerScience,graeme hewitt; bernadette carroll; rezazadeh sarallah; clara correia-melo; mikołaj ogrodnik; glyn nelson; elsje g. otten; diego manni; robin antrobus; brian a. morgan; thomas von zglinicki; diana jurk; andrei seluanov; vera gorbunova; terje johansen; joão f. passos; viktor i. korolchuk,sqstm1/p62 mediates crosstalk between autophagy and the ups in dna repair,2016,31 biological sciences,148,18,148,9
1722,taylor & francis group,Math/physics/computerScience,graeme hewitt; bernadette carroll; rezazadeh sarallah; clara correia-melo; mikołaj ogrodnik; glyn nelson; elsje g. otten; diego manni; robin antrobus; brian a. morgan; thomas von zglinicki; diana jurk; andrei seluanov; vera gorbunova; terje johansen; joão f. passos; viktor i. korolchuk,sqstm1/p62 mediates crosstalk between autophagy and the ups in dna repair,2016, 31 biological sciences,123,17,123,10
1724,public library of science,scientific,michael s. piepenbrink; memorie samuel; bo zheng; brittany carter; christopher fucile; catherine bunce; michelle kiebala; atif a. khan; juilee thakar; sanjay b. maggirwar; diane morse; alexander f. rosenberg; norman j. haughey; william valenti; michael c. keefer; james j. kobie,humoral dysregulation associated with increased systemic inflammation among injection heroin users,2016,32 biomedical and clinical sciences,119,14,119,13
