,publisher,publisher_categories,keywords,title,publicationYear,author(s),tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
3648,taylor & francis group,Math/physics/computerScience,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3203 dentistry,extracellular dna and lipoteichoic acids interact with exopolysaccharides in the extracellular matrix of <i>streptococcus mutans</i> biofilms,2017, roberta c. faustoferri,1,1,1,1
3649,taylor & francis group,Math/physics/computerScience,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3203 dentistry,extracellular dna and lipoteichoic acids interact with exopolysaccharides in the extracellular matrix of <i>streptococcus mutans</i> biofilms,2017, robert g. quivey jr.,1,1,1,1
3650,taylor & francis group,Math/physics/computerScience,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3203 dentistry,extracellular dna and lipoteichoic acids interact with exopolysaccharides in the extracellular matrix of <i>streptococcus mutans</i> biofilms,2017, anton terekhov,1,1,1,1
3651,taylor & francis group,Math/physics/computerScience,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3203 dentistry,extracellular dna and lipoteichoic acids interact with exopolysaccharides in the extracellular matrix of <i>streptococcus mutans</i> biofilms,2017, bruce r. hamaker,1,1,1,1
3652,taylor & francis group,Math/physics/computerScience,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3203 dentistry,extracellular dna and lipoteichoic acids interact with exopolysaccharides in the extracellular matrix of <i>streptococcus mutans</i> biofilms,2017, marlise i. klein,1,1,1,1
3653,public library of science,scientific,0,model parameters.,2017,yanju liu,1,1,1,1
3654,public library of science,scientific,0,model parameters.,2017, sheryl m. gracewski,1,1,1,1
3655,public library of science,scientific,0,model parameters.,2017, jong-hoon nam,1,1,1,1
3656,springer nature,geology/environment,32 biomedical and clinical sciences; 3211 oncology and carcinogenesis; 51 physical sciences,additional file 2: of assessing the activity of nonsense-mediated mrna decay in lung cancer,2017,meng wang,1,1,1,1
3657,springer nature,geology/environment,32 biomedical and clinical sciences; 3211 oncology and carcinogenesis; 51 physical sciences,additional file 2: of assessing the activity of nonsense-mediated mrna decay in lung cancer,2017, peiwei zhang,1,1,1,1
3658,springer nature,geology/environment,32 biomedical and clinical sciences; 3211 oncology and carcinogenesis; 51 physical sciences,additional file 2: of assessing the activity of nonsense-mediated mrna decay in lung cancer,2017, yufei zhu,1,1,1,1
3659,springer nature,geology/environment,32 biomedical and clinical sciences; 3211 oncology and carcinogenesis; 51 physical sciences,additional file 2: of assessing the activity of nonsense-mediated mrna decay in lung cancer,2017, xiangyin kong,1,1,1,1
3660,springer nature,geology/environment,32 biomedical and clinical sciences; 3211 oncology and carcinogenesis; 51 physical sciences,additional file 2: of assessing the activity of nonsense-mediated mrna decay in lung cancer,2017, zhenguo zhang,1,1,1,1
3661,springer nature,geology/environment,32 biomedical and clinical sciences; 3211 oncology and carcinogenesis; 51 physical sciences,additional file 2: of assessing the activity of nonsense-mediated mrna decay in lung cancer,2017, landian hu,1,1,1,1
3662,public library of science,scientific,0,final participant demographics.,2017,boris hayete,1,1,1,1
3663,public library of science,scientific,0,final participant demographics.,2017, diane wuest,1,1,1,1
3664,public library of science,scientific,0,final participant demographics.,2017, jason laramie,1,1,1,1
3665,public library of science,scientific,0,final participant demographics.,2017, paul mcdonagh,1,1,1,1
3666,public library of science,scientific,0,final participant demographics.,2017, bruce church,1,1,1,1
3667,public library of science,scientific,0,final participant demographics.,2017, shirley eberly,1,1,1,1
3668,public library of science,scientific,0,final participant demographics.,2017, anthony lang,1,1,1,1
3669,public library of science,scientific,0,final participant demographics.,2017, kenneth marek,1,1,1,1
3670,public library of science,scientific,0,final participant demographics.,2017, karl runge,1,1,1,1
3671,public library of science,scientific,0,final participant demographics.,2017, ira shoulson,1,1,1,1
3672,public library of science,scientific,0,final participant demographics.,2017, andrew singleton,1,1,1,1
3673,public library of science,scientific,0,final participant demographics.,2017, caroline tanner,1,1,1,1
3674,public library of science,scientific,0,final participant demographics.,2017, iya khalil,1,1,1,1
3675,public library of science,scientific,0,final participant demographics.,2017, ajay verma,1,1,1,1
3676,public library of science,scientific,0,final participant demographics.,2017, bernard ravina,2,2,2,2
3677,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"catalytic
dehydrogenative c–c coupling by a
pincer-ligated iridium complex",2017,miles wilklow-marnell,1,1,1,1
3678,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"catalytic
dehydrogenative c–c coupling by a
pincer-ligated iridium complex",2017, bo li,2,2,2,1
3679,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"catalytic
dehydrogenative c–c coupling by a
pincer-ligated iridium complex",2017, tian zhou,1,1,1,1
3680,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"catalytic
dehydrogenative c–c coupling by a
pincer-ligated iridium complex",2017, karsten krogh-jespersen,1,1,1,1
3681,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"catalytic
dehydrogenative c–c coupling by a
pincer-ligated iridium complex",2017," brennessel, william w.",300,17,10,2
3682,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"catalytic
dehydrogenative c–c coupling by a
pincer-ligated iridium complex",2017, thomas j. emge,1,1,1,1
3683,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"catalytic
dehydrogenative c–c coupling by a
pincer-ligated iridium complex",2017, alan s. goldman,1,1,1,1
3684,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"catalytic
dehydrogenative c–c coupling by a
pincer-ligated iridium complex",2017, william d. jones,62,22,9,1
3685,public library of science,scientific,"47 language, communication and culture; 47 language, communication and culture; 4704 linguistics; 52 psychology; 52 psychology; 5204 cognitive and computational psychology","indexical and linguistic processing by 12-month-olds: discrimination of speaker, accent and vowel differences",2017,karen e. mulak,1,1,1,1
3686,public library of science,scientific,"47 language, communication and culture; 47 language, communication and culture; 4704 linguistics; 52 psychology; 52 psychology; 5204 cognitive and computational psychology","indexical and linguistic processing by 12-month-olds: discrimination of speaker, accent and vowel differences",2017, cory d. bonn,1,1,1,1
3687,public library of science,scientific,"47 language, communication and culture; 47 language, communication and culture; 4704 linguistics; 52 psychology; 52 psychology; 5204 cognitive and computational psychology","indexical and linguistic processing by 12-month-olds: discrimination of speaker, accent and vowel differences",2017, kateřina chládková,1,1,1,1
3688,public library of science,scientific,"47 language, communication and culture; 47 language, communication and culture; 4704 linguistics; 52 psychology; 52 psychology; 5204 cognitive and computational psychology","indexical and linguistic processing by 12-month-olds: discrimination of speaker, accent and vowel differences",2017, richard n. aslin,3,3,3,1
3689,public library of science,scientific,"47 language, communication and culture; 47 language, communication and culture; 4704 linguistics; 52 psychology; 52 psychology; 5204 cognitive and computational psychology","indexical and linguistic processing by 12-month-olds: discrimination of speaker, accent and vowel differences",2017, paola escudero,1,1,1,1
3690,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3403 macromolecular and materials chemistry; 3406 physical chemistry; 40 engineering,"viologen-based
conjugated covalent organic networks via zincke reaction",2017,gobinda das,1,1,1,1
3691,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3403 macromolecular and materials chemistry; 3406 physical chemistry; 40 engineering,"viologen-based
conjugated covalent organic networks via zincke reaction",2017, tina skorjanc,1,1,1,1
3692,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3403 macromolecular and materials chemistry; 3406 physical chemistry; 40 engineering,"viologen-based
conjugated covalent organic networks via zincke reaction",2017, sudhir kumar sharma,1,1,1,1
3693,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3403 macromolecular and materials chemistry; 3406 physical chemistry; 40 engineering,"viologen-based
conjugated covalent organic networks via zincke reaction",2017, felipe gándara,1,1,1,1
